"CORA compilation"
elevation,idx_colony,latitude,longitude,name
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-303.0,1,64.111,8.1187,C1W
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
-700.0,2,41.71967,17.06083,SaM-43148
